price,title,rating,Brand,Model Name,Color,Form Factor,Connectivity Technology
118.63,"Beats Fit Pro – True Wireless Noise Cancelling Earbuds – Apple H1 Headphone Chip, Compatible with Apple & Android, Class 1 Bluetooth®, Built-in Microphone, 6 Hours of Listening Time – Stone Purple",4.5,Beats,Beats Fit Pro,Stone Purple,In Ear,"Wireless, Apple H1 Chip, Bluetooth, NFC"
259.98,"SGIN Laptop 15.6 Inch 4GB DDR4 128GB SSD, Windows 11 Laptop with Intel Celeron, up to 2.8GHz, Mini HDMI, 2.4/5.0G WiFi, 2 x USB 3.0, Expandable Storage 512GB TF(Sliver)",4.3,SGIN,SGIN-M15,15.6 Inches,Silver,128 GB,Celeron N4020,4 GB,Windows 11 Home,Integrated,Integrated
